Timestamp,GlobalHorizIrr(PSP),GHIFlag,DirNormIrr,DNIFlag,DiffuseHorizIrr,DHIFlag
2004-11-06,44183.47000000001,2324.0,99121.91999999993,2425.0,5155.950000000001,2432.0
2004-11-07,42347.86000000002,2322.0,93875.64999999992,2422.0,5140.460000000001,2429.0
2004-11-08,37977.88999999999,1204.0,58859.90000000003,1237.0,11698.849999999999,1237.0
2004-11-09,44370.33000000001,2543.0,93537.14000000003,2607.0,5002.729999999997,2614.0
2004-11-10,37521.80000000002,813.0,57288.52999999998,912.0,11895.190000000002,818.0
2004-11-11,10718.420000000004,257.0,90.55,865.0,11057.499999999995,234.0
2004-11-13,35393.46,1553.0,63813.45999999999,1604.0,9449.059999999998,1611.0
2004-11-14,41231.040000000015,1942.0,93577.60999999996,2034.0,5270.899999999998,2041.0
2004-11-15,38503.580000000016,1693.0,54818.21000000001,1648.0,13220.849999999999,1643.0
2004-11-16,15372.649999999992,322.0,5629.5,725.0,13374.080000000002,318.0
2004-11-17,23645.95000000001,544.0,9949.689999999999,962.0,20485.879999999997,540.0
2004-11-19,13949.52000000001,413.0,1554.2200000000003,403.0,13440.069999999994,410.0
2004-11-20,7151.330000000001,393.0,47.87,352.0,7499.0300000000025,358.0
2004-11-21,13269.13,346.0,219.38,348.0,13819.899999999996,348.0
2004-11-22,10816.439999999997,525.0,502.36,416.0,10906.660000000003,465.0
2004-11-24,9544.650000000005,397.0,580.0300000000001,367.0,9915.07,374.0
2004-11-25,12871.88,340.0,580.02,330.0,13106.759999999997,337.0
2004-11-26,38695.420000000006,2203.0,64039.03000000001,2127.0,12639.940000000002,2127.0
2004-11-27,26667.20000000001,508.0,27726.79000000002,519.0,15434.220000000008,526.0
2004-11-28,14615.900000000003,366.0,2120.45,358.0,14180.59,365.0
2004-11-29,19484.759999999995,492.0,12225.959999999997,483.0,15849.530000000006,497.0
2004-11-30,6982.070000000002,477.0,13.040000000000001,390.0,7388.990000000001,427.0
2004-12-01,18304.590000000007,944.0,31579.7,967.0,10975.870000000003,967.0
2004-12-02,37876.27999999998,2521.0,91963.93999999999,2517.0,3751.990000000001,2523.0
2004-12-03,33431.060000000005,1980.0,76571.62999999999,2055.0,6045.890000000002,2062.0
2004-12-04,36589.57000000003,2195.0,86521.26999999999,2205.0,5452.799999999999,2205.0
2004-12-05,31185.26,1289.0,59504.96999999999,1348.0,7716.52,1348.0
2004-12-06,3784.7500000000005,502.0,13.3,320.0,3989.360000000002,339.0
2004-12-07,19472.99,965.0,28429.130000000005,995.0,11674.629999999997,1009.0
2004-12-08,27742.67000000001,614.0,40273.18000000003,631.0,11161.420000000002,638.0
2004-12-09,2730.979999999999,540.0,8.0,271.0,2810.7599999999998,385.0
2004-12-10,15485.939999999997,499.0,13746.060000000003,498.0,11469.639999999992,505.0
2004-12-11,7462.6600000000035,366.0,34.76,366.0,7734.480000000001,373.0
2004-12-12,15717.43,337.0,3589.6400000000012,340.0,14557.880000000006,347.0
2004-12-13,10671.170000000002,314.0,529.65,314.0,10784.23,321.0
2004-12-14,16571.309999999994,709.0,3455.940000000001,690.0,15036.770000000004,634.0
2004-12-15,33876.44000000001,2778.0,91835.65000000001,2868.0,4730.080000000001,2875.0
2004-12-16,38089.42999999999,2311.0,87581.97000000002,2061.0,5950.570000000002,2217.0
2004-12-17,31888.18999999999,2221.0,84876.17999999998,2307.0,4536.499999999999,2314.0
2004-12-18,34987.48,3069.0,80808.21999999996,3111.0,6166.679999999999,3111.0
2004-12-19,6787.19,340.0,88.58,295.0,7080.49,295.0
2004-12-20,33774.69999999999,2685.0,93173.64999999997,2794.0,4522.210000000002,2770.0
2004-12-21,9823.619999999994,369.0,1542.8400000000004,367.0,9251.410000000003,374.0
2004-12-22,28476.140000000007,1407.0,54735.759999999995,1454.0,9345.230000000003,1454.0
2004-12-23,6490.54000000001,481.0,16.29,391.0,6714.509999999999,428.0
2004-12-24,14212.620000000003,560.0,9924.69,571.0,11959.749999999996,571.0
2004-12-25,35396.32,2898.0,81930.97999999998,2769.0,5051.020000000003,2853.0
2004-12-26,19216.529999999988,839.0,17880.130000000005,827.0,11221.94,834.0
2004-12-27,29105.63999999999,1666.0,60961.509999999995,1715.0,7981.270000000003,1722.0
2004-12-28,31723.07,1424.0,64735.16999999998,1453.0,8292.92,1460.0
2004-12-29,6674.539999999999,310.0,766.5199999999999,305.0,6805.300000000002,305.0
2004-12-30,14483.770000000006,349.0,9391.879999999997,341.0,10804.110000000002,341.0
2004-12-31,16239.900000000003,339.0,12858.189999999997,341.0,11137.529999999997,341.0
2005-01-01,15596.9,503.0,6320.769999999999,490.0,13257.440000000004,490.0
2005-01-02,16660.75,406.0,6515.15,412.0,14843.650000000003,412.0
2005-01-03,16165.840000000002,348.0,6711.450000000001,346.0,13332.5,346.0
2005-01-04,3993.7300000000005,567.0,3.419999999999999,878.0,4181.679999999999,914.0
2005-01-05,21245.890000000003,355.0,7731.080000000004,355.0,18293.65,355.0
2005-01-06,11017.740000000005,387.0,1148.89,489.0,10885.589999999998,507.0
2005-01-07,9664.710000000001,312.0,102.09,312.0,10123.510000000002,312.0
2005-01-08,18967.409999999996,586.0,13119.490000000002,557.0,13008.49,593.0
2005-01-09,33656.32000000001,3151.0,86050.2399999999,3220.0,4156.329999999999,2181.0
2005-01-10,21097.609999999993,637.0,23205.1,664.0,12239.790000000006,664.0
2005-01-11,10828.880000000008,522.0,830.5400000000002,675.0,10894.190000000004,747.0
2005-01-12,28427.310000000012,923.0,41061.51999999998,969.0,11714.049999999996,969.0
2005-01-13,20366.770000000008,412.0,7027.469999999998,400.0,17583.120000000006,406.0
